GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC02_EST_VC01,HC03_EST_VC01,HC01_EST_VC03,HC02_EST_VC03,HC03_EST_VC03,HC01_EST_VC04,HC02_EST_VC04,HC03_EST_VC04,HC01_EST_VC05,HC02_EST_VC05,HC03_EST_VC05,HC01_EST_VC07,HC02_EST_VC07,HC03_EST_VC07,HC01_EST_VC08,HC02_EST_VC08,HC03_EST_VC08,HC01_EST_VC09,HC02_EST_VC09,HC03_EST_VC09,HC01_EST_VC10,HC02_EST_VC10,HC03_EST_VC10,HC01_EST_VC11,HC02_EST_VC11,HC03_EST_VC11,HC01_EST_VC12,HC02_EST_VC12,HC03_EST_VC12,HC01_EST_VC14,HC02_EST_VC14,HC03_EST_VC14,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC01_EST_VC16,HC02_EST_VC16,HC03_EST_VC16,HC01_EST_VC17,HC02_EST_VC17,HC03_EST_VC17,HC01_EST_VC18,HC02_EST_VC18,HC03_EST_VC18,HC01_EST_VC19,HC02_EST_VC19,HC03_EST_VC19,HC01_EST_VC20,HC02_EST_VC20,HC03_EST_VC20,HC01_EST_VC22,HC02_EST_VC22,HC03_EST_VC22,HC01_EST_VC23,HC02_EST_VC23,HC03_EST_VC23,HC01_EST_VC24,HC02_EST_VC24,HC03_EST_VC24,HC01_EST_VC25,HC02_EST_VC25,HC03_EST_VC25,HC01_EST_VC26,HC02_EST_VC26,HC03_EST_VC26,HC01_EST_VC27,HC02_EST_VC27,HC03_EST_VC27,HC01_EST_VC28,HC02_EST_VC28,HC03_EST_VC28
1400000US36005044800,36005044800,"Census Tract 448, Bronx County, New York",2448,201,8.2,149,0,0.0,,0,0.0,,0,0.0,364,9,2.5,,0,0.0,,0,0.0,,9,2.5,,0,0.0,,0,0.0,1658,66,4.0,,0,0.0,,19,1.1,,30,1.8,,17,1.0,,0,0.0,,13,0.8,277,126,45.5,,20,7.2,,29,10.5,,39,14.1,,114,41.2,,9,3.2,,71,25.6
1400000US36005044901,36005044901,"Census Tract 449.01, Bronx County, New York",1708,184,10.8,95,0,0.0,,0,0.0,,0,0.0,228,20,8.8,,0,0.0,,0,0.0,,20,8.8,,0,0.0,,0,0.0,1032,32,3.1,,4,0.4,,10,1.0,,11,1.1,,11,1.1,,7,0.7,,7,0.7,353,132,37.4,,75,21.2,,6,1.7,,34,9.6,,78,22.1,,45,12.7,,83,23.5
1400000US36005044902,36005044902,"Census Tract 449.02, Bronx County, New York",2085,236,11.3,348,0,0.0,,0,0.0,,0,0.0,83,12,14.5,,0,0.0,,0,0.0,,12,14.5,,0,0.0,,12,14.5,1354,121,8.9,,9,0.7,,4,0.3,,34,2.5,,75,5.5,,63,4.7,,47,3.5,300,103,34.3,,23,7.7,,16,5.3,,37,12.3,,71,23.7,,8,2.7,,62,20.7
1400000US36005045101,36005045101,"Census Tract 451.01, Bronx County, New York",1668,242,14.5,92,0,0.0,,0,0.0,,0,0.0,158,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1107,114,10.3,,39,3.5,,43,3.9,,50,4.5,,68,6.1,,46,4.2,,73,6.6,311,128,41.2,,76,24.4,,58,18.6,,44,14.1,,71,22.8,,21,6.8,,70,22.5
1400000US36005045102,36005045102,"Census Tract 451.02, Bronx County, New York",1861,140,7.5,125,0,0.0,,0,0.0,,0,0.0,262,3,1.1,,0,0.0,,0,0.0,,3,1.1,,0,0.0,,3,1.1,1162,54,4.6,,18,1.5,,0,0.0,,14,1.2,,36,3.1,,29,2.5,,33,2.8,312,83,26.6,,29,9.3,,29,9.3,,41,13.1,,37,11.9,,18,5.8,,35,11.2
1400000US36005045600,36005045600,"Census Tract 456, Bronx County, New York",3375,269,8.0,109,0,0.0,,0,0.0,,0,0.0,681,7,1.0,,1,0.1,,0,0.0,,6,0.9,,0,0.0,,0,0.0,2250,185,8.2,,22,1.0,,22,1.0,,29,1.3,,129,5.7,,23,1.0,,35,1.6,335,77,23.0,,31,9.3,,34,10.1,,22,6.6,,48,14.3,,10,3.0,,38,11.3
1400000US36005045800,36005045800,"Census Tract 458, Bronx County, New York",6255,868,13.9,310,0,0.0,,0,0.0,,0,0.0,1763,63,3.6,,7,0.4,,42,2.4,,56,3.2,,13,0.7,,13,0.7,3578,621,17.4,,16,0.4,,164,4.6,,390,10.9,,281,7.9,,103,2.9,,208,5.8,604,184,30.5,,13,2.2,,13,2.2,,76,12.6,,171,28.3,,80,13.2,,110,18.2
1400000US36005046000,36005046000,"Census Tract 460, Bronx County, New York",2752,216,7.8,201,11,5.5,,11,5.5,,0,0.0,713,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1599,131,8.2,,38,2.4,,24,1.5,,73,4.6,,95,5.9,,14,0.9,,39,2.4,239,74,31.0,,16,6.7,,29,12.1,,5,2.1,,48,20.1,,0,0.0,,21,8.8
1400000US36005046201,36005046201,"Census Tract 462.01, Bronx County, New York",26196,4428,16.9,1081,0,0.0,,0,0.0,,0,0.0,2799,72,2.6,,0,0.0,,42,1.5,,30,1.1,,0,0.0,,0,0.0,16524,2202,13.3,,450,2.7,,579,3.5,,768,4.6,,1230,7.4,,474,2.9,,795,4.8,5792,2154,37.2,,590,10.2,,530,9.2,,429,7.4,,1594,27.5,,644,11.1,,997,17.2
1400000US36005046202,36005046202,"Census Tract 462.02, Bronx County, New York",7251,673,9.3,257,0,0.0,,0,0.0,,0,0.0,1881,128,6.8,,12,0.6,,60,3.2,,56,3.0,,38,2.0,,0,0.0,4559,302,6.6,,39,0.9,,52,1.1,,121,2.7,,260,5.7,,40,0.9,,125,2.7,554,243,43.9,,53,9.6,,78,14.1,,27,4.9,,182,32.9,,54,9.7,,89,16.1
1400000US36005048400,36005048400,"Census Tract 484, Bronx County, New York",3589,419,11.7,208,0,0.0,,0,0.0,,0,0.0,629,51,8.1,,0,0.0,,11,1.7,,41,6.5,,10,1.6,,0,0.0,2492,225,9.0,,80,3.2,,43,1.7,,96,3.9,,92,3.7,,37,1.5,,70,2.8,260,143,55.0,,39,15.0,,51,19.6,,44,16.9,,143,55.0,,85,32.7,,98,37.7
1400000US36005050400,36005050400,"Census Tract 504, Bronx County, New York",30,7,23.3,0,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,23,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,7,7,100.0,,0,0.0,,0,0.0,,0,0.0,,7,100.0,,0,0.0,,0,0.0
1400000US36005051600,36005051600,"Census Tract 516, Bronx County, New York",3875,326,8.4,27,0,0.0,,0,0.0,,0,0.0,408,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2563,115,4.5,,14,0.5,,49,1.9,,19,0.7,,39,1.5,,18,0.7,,85,3.3,877,211,24.1,,104,11.9,,67,7.6,,28,3.2,,157,17.9,,13,1.5,,108,12.3
1400000US36047000100,36047000100,"Census Tract 1, Kings County, New York",4623,483,10.4,269,0,0.0,,0,0.0,,0,0.0,294,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,3289,273,8.3,,28,0.9,,109,3.3,,71,2.2,,145,4.4,,31,0.9,,147,4.5,771,210,27.2,,34,4.4,,58,7.5,,48,6.2,,175,22.7,,32,4.2,,113,14.7
1400000US36047000200,36047000200,"Census Tract 2, Kings County, New York",1333,111,8.3,190,0,0.0,,0,0.0,,0,0.0,252,10,4.0,,0,0.0,,5,2.0,,5,2.0,,0,0.0,,0,0.0,776,63,8.1,,13,1.7,,13,1.7,,19,2.4,,57,7.3,,26,3.4,,26,3.4,115,38,33.0,,4,3.5,,8,7.0,,0,0.0,,16,13.9,,0,0.0,,26,22.6
1400000US36047000301,36047000301,"Census Tract 3.01, Kings County, New York",4513,407,9.0,383,13,3.4,,0,0.0,,13,3.4,319,15,4.7,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,3230,200,6.2,,62,1.9,,54,1.7,,18,0.6,,109,3.4,,0,0.0,,0,0.0,581,179,30.8,,96,16.5,,0,0.0,,0,0.0,,129,22.2,,16,2.8,,32,5.5
1400000US36047000501,36047000501,"Census Tract 5.01, Kings County, New York",4131,268,6.5,342,0,0.0,,0,0.0,,0,0.0,263,24,9.1,,0,0.0,,24,9.1,,24,9.1,,24,9.1,,0,0.0,3107,101,3.3,,26,0.8,,19,0.6,,56,1.8,,7,0.2,,0,0.0,,19,0.6,419,143,34.1,,57,13.6,,24,5.7,,30,7.2,,121,28.9,,49,11.7,,57,13.6
1400000US36047000502,36047000502,"Census Tract 5.02, Kings County, New York",2266,176,7.8,62,14,22.6,,14,22.6,,14,22.6,44,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1669,94,5.6,,13,0.8,,17,1.0,,62,3.7,,2,0.1,,0,0.0,,0,0.0,491,68,13.8,,15,3.1,,31,6.3,,7,1.4,,37,7.5,,22,4.5,,38,7.7
1400000US36047000700,36047000700,"Census Tract 7, Kings County, New York",3663,207,5.7,267,10,3.7,,10,3.7,,10,3.7,312,7,2.2,,0,0.0,,0,0.0,,7,2.2,,0,0.0,,0,0.0,2730,62,2.3,,4,0.1,,0,0.0,,44,1.6,,14,0.5,,0,0.0,,0,0.0,354,128,36.2,,88,24.9,,18,5.1,,15,4.2,,65,18.4,,38,10.7,,96,27.1
1400000US36047000900,36047000900,"Census Tract 9, Kings County, New York",4302,227,5.3,215,0,0.0,,0,0.0,,0,0.0,236,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,3586,169,4.7,,5,0.1,,58,1.6,,124,3.5,,48,1.3,,73,2.0,,92,2.6,265,58,21.9,,8,3.0,,0,0.0,,0,0.0,,51,19.2,,8,3.0,,27,10.2
1400000US36047001100,36047001100,"Census Tract 11, Kings County, New York",364,14,3.8,11,0,0.0,,0,0.0,,0,0.0,0,0,,,0,,,0,,,0,,,0,,,0,,353,14,4.0,,10,2.8,,0,0.0,,0,0.0,,4,1.1,,0,0.0,,0,0.0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,
1400000US36047001300,36047001300,"Census Tract 13, Kings County, New York",2494,118,4.7,77,0,0.0,,0,0.0,,0,0.0,68,5,7.4,,0,0.0,,0,0.0,,5,7.4,,0,0.0,,0,0.0,2056,79,3.8,,17,0.8,,23,1.1,,30,1.5,,62,3.0,,7,0.3,,7,0.3,293,34,11.6,,24,8.2,,0,0.0,,5,1.7,,10,3.4,,10,3.4,,10,3.4
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",3865,525,13.6,240,0,0.0,,0,0.0,,0,0.0,435,33,7.6,,18,4.1,,0,0.0,,15,3.4,,0,0.0,,0,0.0,2908,324,11.1,,40,1.4,,78,2.7,,161,5.5,,162,5.6,,8,0.3,,101,3.5,282,168,59.6,,54,19.1,,64,22.7,,86,30.5,,128,45.4,,66,23.4,,123,43.6
1400000US36047001800,36047001800,"Census Tract 18, Kings County, New York",0,0,,0,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",1633,119,7.3,74,0,0.0,,0,0.0,,0,0.0,387,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1043,81,7.8,,12,1.2,,36,3.5,,42,4.0,,41,3.9,,4,0.4,,52,5.0,129,38,29.5,,5,3.9,,10,7.8,,34,26.4,,28,21.7,,7,5.4,,17,13.2
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",3403,89,2.6,383,0,0.0,,0,0.0,,0,0.0,217,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2746,48,1.7,,8,0.3,,8,0.3,,39,1.4,,18,0.7,,7,0.3,,30,1.1,57,41,71.9,,8,14.0,,8,14.0,,14,24.6,,31,54.4,,21,36.8,,41,71.9
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",4224,592,14.0,310,0,0.0,,0,0.0,,0,0.0,378,14,3.7,,14,3.7,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2836,232,8.2,,23,0.8,,29,1.0,,105,3.7,,164,5.8,,71,2.5,,145,5.1,700,346,49.4,,66,9.4,,92,13.1,,106,15.1,,251,35.9,,113,16.1,,215,30.7
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",3693,691,18.7,292,0,0.0,,0,0.0,,0,0.0,768,98,12.8,,0,0.0,,8,1.0,,71,9.2,,27,3.5,,29,3.8,2248,428,19.0,,72,3.2,,170,7.6,,225,10.0,,250,11.1,,113,5.0,,167,7.4,385,165,42.9,,7,1.8,,16,4.2,,46,11.9,,112,29.1,,16,4.2,,55,14.3
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",3009,488,16.2,294,0,0.0,,0,0.0,,0,0.0,675,52,7.7,,19,2.8,,0,0.0,,52,7.7,,5,0.7,,11,1.6,1763,343,19.5,,7,0.4,,61,3.5,,138,7.8,,267,15.1,,101,5.7,,116,6.6,277,93,33.6,,33,11.9,,38,13.7,,36,13.0,,61,22.0,,31,11.2,,51,18.4
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",1819,165,9.1,72,0,0.0,,0,0.0,,0,0.0,264,18,6.8,,0,0.0,,0,0.0,,18,6.8,,0,0.0,,0,0.0,1280,92,7.2,,0,0.0,,38,3.0,,15,1.2,,53,4.1,,5,0.4,,29,2.3,203,55,27.1,,16,7.9,,0,0.0,,29,14.3,,36,17.7,,15,7.4,,20,9.9
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",2347,229,9.8,78,0,0.0,,0,0.0,,0,0.0,111,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1944,147,7.6,,8,0.4,,24,1.2,,108,5.6,,64,3.3,,5,0.3,,17,0.9,214,82,38.3,,48,22.4,,31,14.5,,44,20.6,,59,27.6,,51,23.8,,45,21.0
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",2698,154,5.7,103,0,0.0,,0,0.0,,0,0.0,116,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2328,118,5.1,,0,0.0,,64,2.7,,18,0.8,,118,5.1,,52,2.2,,82,3.5,151,36,23.8,,0,0.0,,11,7.3,,10,6.6,,21,13.9,,6,4.0,,22,14.6
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",3074,222,7.2,181,0,0.0,,0,0.0,,0,0.0,463,18,3.9,,0,0.0,,18,3.9,,0,0.0,,0,0.0,,0,0.0,1987,102,5.1,,26,1.3,,0,0.0,,43,2.2,,33,1.7,,33,1.7,,33,1.7,443,102,23.0,,15,3.4,,8,1.8,,27,6.1,,56,12.6,,32,7.2,,67,15.1
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",1525,274,18.0,66,0,0.0,,0,0.0,,0,0.0,104,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1118,140,12.5,,49,4.4,,3,0.3,,63,5.6,,60,5.4,,41,3.7,,63,5.6,237,134,56.5,,50,21.1,,20,8.4,,44,18.6,,72,30.4,,33,13.9,,89,37.6
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",4151,330,7.9,210,0,0.0,,0,0.0,,0,0.0,418,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2901,124,4.3,,43,1.5,,6,0.2,,44,1.5,,29,1.0,,1,0.0,,38,1.3,622,206,33.1,,39,6.3,,16,2.6,,73,11.7,,145,23.3,,74,11.9,,106,17.0
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",500,38,7.6,0,0,,,0,,,0,,58,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,422,27,6.4,,0,0.0,,11,2.6,,4,0.9,,0,0.0,,0,0.0,,12,2.8,20,11,55.0,,0,0.0,,11,55.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",1634,158,9.7,79,0,0.0,,0,0.0,,0,0.0,205,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1141,87,7.6,,5,0.4,,0,0.0,,4,0.4,,87,7.6,,13,1.1,,22,1.9,209,71,34.0,,38,18.2,,26,12.4,,12,5.7,,47,22.5,,47,22.5,,47,22.5
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",2369,285,12.0,102,0,0.0,,0,0.0,,0,0.0,192,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1862,166,8.9,,0,0.0,,17,0.9,,96,5.2,,82,4.4,,20,1.1,,51,2.7,213,119,55.9,,6,2.8,,54,25.4,,51,23.9,,88,41.3,,66,31.0,,77,36.2
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",3346,383,11.4,210,0,0.0,,0,0.0,,0,0.0,409,43,10.5,,0,0.0,,0,0.0,,10,2.4,,33,8.1,,33,8.1,2397,167,7.0,,11,0.5,,17,0.7,,88,3.7,,110,4.6,,11,0.5,,73,3.0,330,173,52.4,,45,13.6,,24,7.3,,67,20.3,,110,33.3,,84,25.5,,118,35.8
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",2740,149,5.4,152,0,0.0,,0,0.0,,0,0.0,187,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2074,55,2.7,,38,1.8,,0,0.0,,37,1.8,,17,0.8,,9,0.4,,9,0.4,327,94,28.7,,33,10.1,,0,0.0,,29,8.9,,86,26.3,,37,11.3,,61,18.7
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",2480,288,11.6,65,0,0.0,,0,0.0,,0,0.0,368,29,7.9,,11,3.0,,0,0.0,,21,5.7,,8,2.2,,16,4.3,1529,93,6.1,,22,1.4,,3,0.2,,34,2.2,,39,2.6,,0,0.0,,40,2.6,518,166,32.0,,66,12.7,,25,4.8,,60,11.6,,120,23.2,,87,16.8,,95,18.3
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",3350,265,7.9,94,0,0.0,,0,0.0,,0,0.0,495,62,12.5,,0,0.0,,0,0.0,,62,12.5,,0,0.0,,0,0.0,2409,83,3.4,,10,0.4,,9,0.4,,0,0.0,,52,2.2,,21,0.9,,50,2.1,352,120,34.1,,8,2.3,,43,12.2,,28,8.0,,83,23.6,,34,9.7,,64,18.2
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",1344,97,7.2,80,0,0.0,,0,0.0,,0,0.0,308,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,716,28,3.9,,0,0.0,,0,0.0,,13,1.8,,18,2.5,,0,0.0,,3,0.4,240,69,28.8,,46,19.2,,54,22.5,,46,19.2,,53,22.1,,48,20.0,,58,24.2
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",1301,113,8.7,84,0,0.0,,0,0.0,,0,0.0,192,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,952,86,9.0,,45,4.7,,0,0.0,,29,3.0,,21,2.2,,0,0.0,,14,1.5,73,27,37.0,,12,16.4,,0,0.0,,5,6.8,,10,13.7,,0,0.0,,5,6.8
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",1857,113,6.1,129,0,0.0,,0,0.0,,0,0.0,189,5,2.6,,0,0.0,,0,0.0,,5,2.6,,0,0.0,,0,0.0,1403,65,4.6,,15,1.1,,0,0.0,,17,1.2,,33,2.4,,0,0.0,,0,0.0,136,43,31.6,,0,0.0,,11,8.1,,0,0.0,,32,23.5,,0,0.0,,0,0.0
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",2500,235,9.4,152,0,0.0,,0,0.0,,0,0.0,306,10,3.3,,0,0.0,,0,0.0,,10,3.3,,0,0.0,,0,0.0,1596,53,3.3,,0,0.0,,0,0.0,,2,0.1,,17,1.1,,0,0.0,,36,2.3,446,172,38.6,,90,20.2,,32,7.2,,26,5.8,,76,17.0,,29,6.5,,75,16.8
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",2082,167,8.0,157,0,0.0,,0,0.0,,0,0.0,145,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1627,76,4.7,,24,1.5,,48,3.0,,37,2.3,,60,3.7,,11,0.7,,17,1.0,153,91,59.5,,49,32.0,,20,13.1,,20,13.1,,71,46.4,,0,0.0,,10,6.5
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",1636,419,25.6,35,0,0.0,,0,0.0,,0,0.0,103,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,774,96,12.4,,22,2.8,,18,2.3,,21,2.7,,68,8.8,,21,2.7,,41,5.3,724,323,44.6,,110,15.2,,52,7.2,,102,14.1,,214,29.6,,109,15.1,,243,33.6
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",2578,178,6.9,115,0,0.0,,0,0.0,,0,0.0,194,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1710,75,4.4,,1,0.1,,8,0.5,,44,2.6,,74,4.3,,30,1.8,,48,2.8,559,103,18.4,,19,3.4,,9,1.6,,23,4.1,,61,10.9,,29,5.2,,72,12.9
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",2339,127,5.4,66,0,0.0,,0,0.0,,0,0.0,426,17,4.0,,11,2.6,,6,1.4,,6,1.4,,6,1.4,,0,0.0,1726,56,3.2,,7,0.4,,11,0.6,,19,1.1,,14,0.8,,0,0.0,,30,1.7,121,54,44.6,,0,0.0,,13,10.7,,24,19.8,,30,24.8,,13,10.7,,50,41.3
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",3691,311,8.4,246,8,3.3,,8,3.3,,0,0.0,437,29,6.6,,29,6.6,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2523,122,4.8,,7,0.3,,7,0.3,,44,1.7,,55,2.2,,9,0.4,,10,0.4,485,152,31.3,,72,14.8,,14,2.9,,24,4.9,,121,24.9,,44,9.1,,57,11.8
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",2740,190,6.9,182,0,0.0,,0,0.0,,0,0.0,171,7,4.1,,0,0.0,,0,0.0,,7,4.1,,0,0.0,,0,0.0,1917,62,3.2,,19,1.0,,0,0.0,,13,0.7,,31,1.6,,0,0.0,,25,1.3,470,121,25.7,,27,5.7,,29,6.2,,18,3.8,,91,19.4,,18,3.8,,50,10.6
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",1739,303,17.4,98,0,0.0,,0,0.0,,0,0.0,222,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1138,183,16.1,,11,1.0,,41,3.6,,123,10.8,,27,2.4,,4,0.4,,44,3.9,281,120,42.7,,24,8.5,,29,10.3,,25,8.9,,82,29.2,,33,11.7,,65,23.1
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",3255,327,10.0,152,0,0.0,,0,0.0,,0,0.0,281,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2331,190,8.2,,41,1.8,,51,2.2,,50,2.1,,158,6.8,,48,2.1,,68,2.9,491,137,27.9,,45,9.2,,31,6.3,,46,9.4,,79,16.1,,53,10.8,,77,15.7
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",1443,63,4.4,112,0,0.0,,0,0.0,,0,0.0,150,6,4.0,,0,0.0,,0,0.0,,6,4.0,,0,0.0,,6,4.0,1117,52,4.7,,1,0.1,,9,0.8,,25,2.2,,40,3.6,,10,0.9,,16,1.4,64,5,7.8,,0,0.0,,0,0.0,,5,7.8,,5,7.8,,5,7.8,,5,7.8
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",2504,238,9.5,107,0,0.0,,0,0.0,,0,0.0,221,20,9.0,,0,0.0,,0,0.0,,20,9.0,,0,0.0,,20,9.0,1862,86,4.6,,16,0.9,,10,0.5,,30,1.6,,46,2.5,,14,0.8,,56,3.0,314,132,42.0,,29,9.2,,39,12.4,,25,8.0,,101,32.2,,30,9.6,,86,27.4
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",2584,203,7.9,240,0,0.0,,0,0.0,,0,0.0,347,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1692,47,2.8,,0,0.0,,0,0.0,,38,2.2,,0,0.0,,9,0.5,,26,1.5,305,156,51.1,,16,5.2,,8,2.6,,47,15.4,,112,36.7,,95,31.1,,123,40.3
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",1816,128,7.0,144,0,0.0,,0,0.0,,0,0.0,124,7,5.6,,7,5.6,,0,0.0,,7,5.6,,0,0.0,,7,5.6,1432,57,4.0,,19,1.3,,0,0.0,,21,1.5,,17,1.2,,0,0.0,,0,0.0,116,64,55.2,,18,15.5,,0,0.0,,38,32.8,,17,14.7,,9,7.8,,25,21.6
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",3776,300,7.9,271,0,0.0,,0,0.0,,0,0.0,487,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2560,180,7.0,,21,0.8,,8,0.3,,77,3.0,,120,4.7,,39,1.5,,58,2.3,458,120,26.2,,17,3.7,,13,2.8,,46,10.0,,95,20.7,,77,16.8,,106,23.1
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",5067,273,5.4,210,0,0.0,,0,0.0,,0,0.0,356,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,3847,90,2.3,,30,0.8,,0,0.0,,24,0.6,,64,1.7,,29,0.8,,29,0.8,654,183,28.0,,131,20.0,,0,0.0,,56,8.6,,112,17.1,,30,4.6,,67,10.2
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",3756,364,9.7,186,0,0.0,,0,0.0,,0,0.0,633,45,7.1,,0,0.0,,21,3.3,,24,3.8,,0,0.0,,0,0.0,2609,209,8.0,,110,4.2,,28,1.1,,122,4.7,,94,3.6,,23,0.9,,95,3.6,328,110,33.5,,8,2.4,,5,1.5,,8,2.4,,102,31.1,,31,9.5,,49,14.9
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",3212,105,3.3,265,0,0.0,,0,0.0,,0,0.0,308,25,8.1,,0,0.0,,0,0.0,,25,8.1,,0,0.0,,0,0.0,2370,41,1.7,,0,0.0,,21,0.9,,0,0.0,,20,0.8,,0,0.0,,0,0.0,269,39,14.5,,5,1.9,,0,0.0,,9,3.3,,16,5.9,,9,3.3,,27,10.0
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",5236,659,12.6,240,0,0.0,,0,0.0,,0,0.0,1237,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,3065,378,12.3,,10,0.3,,75,2.4,,119,3.9,,288,9.4,,198,6.5,,175,5.7,694,281,40.5,,37,5.3,,105,15.1,,93,13.4,,212,30.5,,93,13.4,,142,20.5
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",3733,144,3.9,121,0,0.0,,0,0.0,,0,0.0,406,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2952,50,1.7,,13,0.4,,0,0.0,,45,1.5,,5,0.2,,8,0.3,,37,1.3,254,94,37.0,,46,18.1,,44,17.3,,14,5.5,,65,25.6,,11,4.3,,70,27.6
