GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC02_EST_VC01,HC03_EST_VC01,HC01_EST_VC03,HC02_EST_VC03,HC03_EST_VC03,HC01_EST_VC04,HC02_EST_VC04,HC03_EST_VC04,HC01_EST_VC05,HC02_EST_VC05,HC03_EST_VC05,HC01_EST_VC07,HC02_EST_VC07,HC03_EST_VC07,HC01_EST_VC08,HC02_EST_VC08,HC03_EST_VC08,HC01_EST_VC09,HC02_EST_VC09,HC03_EST_VC09,HC01_EST_VC10,HC02_EST_VC10,HC03_EST_VC10,HC01_EST_VC11,HC02_EST_VC11,HC03_EST_VC11,HC01_EST_VC12,HC02_EST_VC12,HC03_EST_VC12,HC01_EST_VC14,HC02_EST_VC14,HC03_EST_VC14,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC01_EST_VC16,HC02_EST_VC16,HC03_EST_VC16,HC01_EST_VC17,HC02_EST_VC17,HC03_EST_VC17,HC01_EST_VC18,HC02_EST_VC18,HC03_EST_VC18,HC01_EST_VC19,HC02_EST_VC19,HC03_EST_VC19,HC01_EST_VC20,HC02_EST_VC20,HC03_EST_VC20,HC01_EST_VC22,HC02_EST_VC22,HC03_EST_VC22,HC01_EST_VC23,HC02_EST_VC23,HC03_EST_VC23,HC01_EST_VC24,HC02_EST_VC24,HC03_EST_VC24,HC01_EST_VC25,HC02_EST_VC25,HC03_EST_VC25,HC01_EST_VC26,HC02_EST_VC26,HC03_EST_VC26,HC01_EST_VC27,HC02_EST_VC27,HC03_EST_VC27,HC01_EST_VC28,HC02_EST_VC28,HC03_EST_VC28
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",0,0,,0,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",4729,367,7.8,341,21,6.2,,0,0.0,,21,6.2,820,20,2.4,,0,0.0,,20,2.4,,11,1.3,,0,0.0,,0,0.0,3104,168,5.4,,7,0.2,,64,2.1,,83,2.7,,107,3.4,,61,2.0,,108,3.5,464,158,34.1,,0,0.0,,43,9.3,,42,9.1,,146,31.5,,7,1.5,,63,13.6
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",5211,460,8.8,327,0,0.0,,0,0.0,,0,0.0,887,14,1.6,,0,0.0,,0,0.0,,14,1.6,,14,1.6,,0,0.0,3585,270,7.5,,73,2.0,,66,1.8,,93,2.6,,75,2.1,,43,1.2,,89,2.5,412,176,42.7,,10,2.4,,52,12.6,,56,13.6,,132,32.0,,36,8.7,,106,25.7
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",4883,613,12.6,364,0,0.0,,0,0.0,,0,0.0,897,5,0.6,,0,0.0,,0,0.0,,5,0.6,,0,0.0,,0,0.0,2989,356,11.9,,9,0.3,,30,1.0,,147,4.9,,249,8.3,,94,3.1,,131,4.4,633,252,39.8,,61,9.6,,62,9.8,,118,18.6,,229,36.2,,67,10.6,,161,25.4
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",2415,412,17.1,196,0,0.0,,0,0.0,,0,0.0,453,40,8.8,,0,0.0,,15,3.3,,25,5.5,,10,2.2,,10,2.2,1639,307,18.7,,33,2.0,,28,1.7,,109,6.7,,210,12.8,,6,0.4,,136,8.3,127,65,51.2,,15,11.8,,22,17.3,,0,0.0,,58,45.7,,6,4.7,,6,4.7
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",8523,1487,17.4,294,0,0.0,,0,0.0,,0,0.0,2123,253,11.9,,28,1.3,,19,0.9,,204,9.6,,49,2.3,,19,0.9,5210,818,15.7,,89,1.7,,151,2.9,,394,7.6,,501,9.6,,180,3.5,,284,5.5,896,416,46.4,,70,7.8,,105,11.7,,170,19.0,,385,43.0,,90,10.0,,148,16.5
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",4779,1650,34.5,388,0,0.0,,0,0.0,,0,0.0,923,79,8.6,,39,4.2,,0,0.0,,79,8.6,,25,2.7,,25,2.7,2757,1058,38.4,,204,7.4,,295,10.7,,662,24.0,,667,24.2,,323,11.7,,561,20.3,711,513,72.2,,170,23.9,,191,26.9,,243,34.2,,432,60.8,,155,21.8,,301,42.3
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",0,0,,0,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",4785,1238,25.9,392,0,0.0,,0,0.0,,0,0.0,1060,131,12.4,,0,0.0,,7,0.7,,103,9.7,,21,2.0,,0,0.0,2889,724,25.1,,108,3.7,,151,5.2,,341,11.8,,390,13.5,,77,2.7,,200,6.9,444,383,86.3,,108,24.3,,166,37.4,,61,13.7,,240,54.1,,17,3.8,,129,29.1
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",3100,697,22.5,230,0,0.0,,0,0.0,,0,0.0,679,123,18.1,,0,0.0,,0,0.0,,112,16.5,,18,2.7,,7,1.0,1870,336,18.0,,35,1.9,,46,2.5,,146,7.8,,242,12.9,,51,2.7,,55,2.9,321,238,74.1,,0,0.0,,118,36.8,,0,0.0,,179,55.8,,9,2.8,,62,19.3
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",4703,701,14.9,433,0,0.0,,0,0.0,,0,0.0,1132,71,6.3,,0,0.0,,37,3.3,,34,3.0,,9,0.8,,10,0.9,2808,406,14.5,,115,4.1,,51,1.8,,235,8.4,,291,10.4,,61,2.2,,61,2.2,330,224,67.9,,81,24.5,,17,5.2,,40,12.1,,111,33.6,,11,3.3,,117,35.5
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",5853,508,8.7,251,0,0.0,,0,0.0,,0,0.0,843,23,2.7,,0,0.0,,0,0.0,,23,2.7,,0,0.0,,0,0.0,3798,256,6.7,,11,0.3,,43,1.1,,134,3.5,,194,5.1,,98,2.6,,150,3.9,961,229,23.8,,47,4.9,,16,1.7,,0,0.0,,145,15.1,,14,1.5,,63,6.6
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",1253,135,10.8,101,0,0.0,,0,0.0,,0,0.0,303,8,2.6,,0,0.0,,0,0.0,,8,2.6,,0,0.0,,0,0.0,778,88,11.3,,0,0.0,,47,6.0,,19,2.4,,51,6.6,,0,0.0,,29,3.7,71,39,54.9,,1,1.4,,15,21.1,,0,0.0,,31,43.7,,0,0.0,,0,0.0
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",3676,546,14.9,364,0,0.0,,0,0.0,,0,0.0,777,47,6.0,,0,0.0,,20,2.6,,20,2.6,,27,3.5,,20,2.6,2226,286,12.8,,33,1.5,,35,1.6,,83,3.7,,200,9.0,,65,2.9,,100,4.5,309,213,68.9,,68,22.0,,38,12.3,,110,35.6,,140,45.3,,15,4.9,,54,17.5
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",3710,521,14.0,292,4,1.4,,4,1.4,,0,0.0,743,50,6.7,,0,0.0,,18,2.4,,32,4.3,,0,0.0,,0,0.0,2400,312,13.0,,81,3.4,,86,3.6,,179,7.5,,181,7.5,,30,1.3,,185,7.7,275,155,56.4,,70,25.5,,36,13.1,,77,28.0,,123,44.7,,64,23.3,,77,28.0
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",225,74,32.9,21,0,0.0,,0,0.0,,0,0.0,52,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,152,74,48.7,,0,0.0,,0,0.0,,70,46.1,,4,2.6,,4,2.6,,30,19.7,0,0,,,0,,,0,,,0,,,0,,,0,,,0,
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",1454,188,12.9,109,0,0.0,,0,0.0,,0,0.0,355,6,1.7,,0,0.0,,0,0.0,,0,0.0,,6,1.7,,6,1.7,871,149,17.1,,0,0.0,,11,1.3,,12,1.4,,127,14.6,,46,5.3,,75,8.6,119,33,27.7,,0,0.0,,9,7.6,,18,15.1,,22,18.5,,9,7.6,,26,21.8
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",6698,988,14.8,738,0,0.0,,0,0.0,,0,0.0,1210,86,7.1,,0,0.0,,45,3.7,,41,3.4,,12,1.0,,0,0.0,4197,631,15.0,,157,3.7,,108,2.6,,200,4.8,,384,9.1,,160,3.8,,248,5.9,553,271,49.0,,53,9.6,,105,19.0,,79,14.3,,247,44.7,,86,15.6,,171,30.9
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",1414,188,13.3,77,0,0.0,,0,0.0,,0,0.0,245,6,2.4,,0,0.0,,0,0.0,,6,2.4,,0,0.0,,6,2.4,834,92,11.0,,35,4.2,,9,1.1,,15,1.8,,48,5.8,,7,0.8,,22,2.6,258,90,34.9,,0,0.0,,0,0.0,,0,0.0,,80,31.0,,25,9.7,,33,12.8
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",6290,1281,20.4,620,33,5.3,,0,0.0,,33,5.3,1595,125,7.8,,59,3.7,,88,5.5,,57,3.6,,10,0.6,,0,0.0,3590,851,23.7,,108,3.0,,182,5.1,,337,9.4,,552,15.4,,149,4.2,,288,8.0,485,272,56.1,,70,14.4,,17,3.5,,108,22.3,,256,52.8,,136,28.0,,132,27.2
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",6752,1318,19.5,623,0,0.0,,0,0.0,,0,0.0,1044,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,4078,934,22.9,,101,2.5,,116,2.8,,565,13.9,,606,14.9,,141,3.5,,401,9.8,1007,384,38.1,,44,4.4,,32,3.2,,186,18.5,,277,27.5,,211,21.0,,170,16.9
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",5024,893,17.8,551,0,0.0,,0,0.0,,0,0.0,996,131,13.2,,18,1.8,,15,1.5,,83,8.3,,31,3.1,,15,1.5,3000,524,17.5,,45,1.5,,42,1.4,,154,5.1,,410,13.7,,83,2.8,,135,4.5,477,238,49.9,,30,6.3,,55,11.5,,88,18.4,,178,37.3,,78,16.4,,101,21.2
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",4567,707,15.5,272,32,11.8,,0,0.0,,32,11.8,800,23,2.9,,0,0.0,,0,0.0,,16,2.0,,7,0.9,,0,0.0,2943,498,16.9,,78,2.7,,76,2.6,,142,4.8,,309,10.5,,158,5.4,,253,8.6,552,154,27.9,,45,8.2,,73,13.2,,37,6.7,,130,23.6,,58,10.5,,99,17.9
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",1985,348,17.5,176,0,0.0,,0,0.0,,0,0.0,269,27,10.0,,0,0.0,,0,0.0,,14,5.2,,13,4.8,,14,5.2,1141,196,17.2,,30,2.6,,30,2.6,,91,8.0,,146,12.8,,20,1.8,,99,8.7,399,125,31.3,,27,6.8,,20,5.0,,67,16.8,,92,23.1,,22,5.5,,58,14.5
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",4223,402,9.5,444,0,0.0,,0,0.0,,0,0.0,761,48,6.3,,0,0.0,,19,2.5,,11,1.4,,0,0.0,,11,1.4,2523,179,7.1,,48,1.9,,43,1.7,,111,4.4,,128,5.1,,102,4.0,,120,4.8,495,175,35.4,,89,18.0,,13,2.6,,62,12.5,,134,27.1,,32,6.5,,97,19.6
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",4897,460,9.4,436,0,0.0,,0,0.0,,0,0.0,1014,65,6.4,,20,2.0,,24,2.4,,61,6.0,,0,0.0,,14,1.4,3210,336,10.5,,16,0.5,,26,0.8,,118,3.7,,170,5.3,,39,1.2,,104,3.2,237,59,24.9,,20,8.4,,12,5.1,,0,0.0,,35,14.8,,9,3.8,,21,8.9
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",5636,550,9.8,539,0,0.0,,0,0.0,,0,0.0,1107,27,2.4,,0,0.0,,24,2.2,,3,0.3,,0,0.0,,0,0.0,3556,272,7.6,,13,0.4,,20,0.6,,123,3.5,,136,3.8,,67,1.9,,117,3.3,434,251,57.8,,104,24.0,,116,26.7,,119,27.4,,217,50.0,,96,22.1,,176,40.6
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",5428,1297,23.9,319,0,0.0,,0,0.0,,0,0.0,1155,95,8.2,,11,1.0,,0,0.0,,84,7.3,,33,2.9,,11,1.0,3359,810,24.1,,117,3.5,,167,5.0,,351,10.4,,563,16.8,,143,4.3,,315,9.4,595,392,65.9,,146,24.5,,158,26.6,,126,21.2,,300,50.4,,103,17.3,,175,29.4
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",1877,320,17.0,106,0,0.0,,0,0.0,,0,0.0,285,11,3.9,,0,0.0,,0,0.0,,11,3.9,,0,0.0,,0,0.0,1260,166,13.2,,13,1.0,,4,0.3,,49,3.9,,113,9.0,,8,0.6,,12,1.0,226,143,63.3,,49,21.7,,34,15.0,,56,24.8,,124,54.9,,59,26.1,,65,28.8
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",3538,650,18.4,336,0,0.0,,0,0.0,,0,0.0,645,88,13.6,,0,0.0,,12,1.9,,59,9.1,,29,4.5,,18,2.8,2358,418,17.7,,20,0.8,,108,4.6,,258,10.9,,340,14.4,,51,2.2,,124,5.3,199,144,72.4,,22,11.1,,32,16.1,,20,10.1,,125,62.8,,15,7.5,,74,37.2
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",5837,488,8.4,543,11,2.0,,0,0.0,,11,2.0,884,57,6.4,,0,0.0,,0,0.0,,57,6.4,,27,3.1,,0,0.0,4033,274,6.8,,48,1.2,,96,2.4,,113,2.8,,204,5.1,,81,2.0,,141,3.5,377,146,38.7,,49,13.0,,21,5.6,,12,3.2,,113,30.0,,31,8.2,,115,30.5
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",2308,335,14.5,164,0,0.0,,0,0.0,,0,0.0,326,14,4.3,,0,0.0,,0,0.0,,14,4.3,,8,2.5,,0,0.0,1453,107,7.4,,4,0.3,,17,1.2,,25,1.7,,70,4.8,,19,1.3,,16,1.1,365,214,58.6,,84,23.0,,83,22.7,,107,29.3,,197,54.0,,75,20.5,,130,35.6
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",2600,324,12.5,301,0,0.0,,0,0.0,,0,0.0,401,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1632,185,11.3,,41,2.5,,59,3.6,,105,6.4,,83,5.1,,10,0.6,,56,3.4,266,139,52.3,,43,16.2,,60,22.6,,15,5.6,,121,45.5,,63,23.7,,99,37.2
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",1503,179,11.9,190,25,13.2,,25,13.2,,25,13.2,272,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,935,123,13.2,,41,4.4,,37,4.0,,66,7.1,,74,7.9,,31,3.3,,42,4.5,106,31,29.2,,5,4.7,,8,7.5,,0,0.0,,16,15.1,,0,0.0,,15,14.2
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",3569,551,15.4,130,0,0.0,,0,0.0,,0,0.0,427,31,7.3,,0,0.0,,0,0.0,,31,7.3,,0,0.0,,0,0.0,1946,118,6.1,,28,1.4,,37,1.9,,66,3.4,,48,2.5,,14,0.7,,37,1.9,1066,402,37.7,,49,4.6,,88,8.3,,130,12.2,,307,28.8,,77,7.2,,178,16.7
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",7244,704,9.7,708,0,0.0,,0,0.0,,0,0.0,1547,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,4234,464,11.0,,90,2.1,,27,0.6,,228,5.4,,242,5.7,,43,1.0,,116,2.7,755,240,31.8,,13,1.7,,35,4.6,,71,9.4,,154,20.4,,34,4.5,,156,20.7
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",5447,890,16.3,354,41,11.6,,0,0.0,,41,11.6,1063,42,4.0,,9,0.8,,0,0.0,,11,1.0,,22,2.1,,0,0.0,3614,582,16.1,,83,2.3,,110,3.0,,163,4.5,,279,7.7,,82,2.3,,159,4.4,416,225,54.1,,46,11.1,,150,36.1,,67,16.1,,186,44.7,,49,11.8,,106,25.5
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",4021,518,12.9,462,0,0.0,,0,0.0,,0,0.0,484,32,6.6,,15,3.1,,0,0.0,,22,4.5,,25,5.2,,0,0.0,2665,274,10.3,,14,0.5,,79,3.0,,80,3.0,,105,3.9,,62,2.3,,130,4.9,410,212,51.7,,31,7.6,,58,14.1,,79,19.3,,120,29.3,,49,12.0,,190,46.3
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",5561,675,12.1,384,29,7.6,,29,7.6,,0,0.0,1394,107,7.7,,17,1.2,,0,0.0,,60,4.3,,24,1.7,,39,2.8,3536,438,12.4,,64,1.8,,101,2.9,,190,5.4,,261,7.4,,43,1.2,,117,3.3,247,101,40.9,,7,2.8,,63,25.5,,23,9.3,,77,31.2,,60,24.3,,75,30.4
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",7684,1397,18.2,513,0,0.0,,0,0.0,,0,0.0,1894,208,11.0,,20,1.1,,21,1.1,,85,4.5,,82,4.3,,0,0.0,4769,907,19.0,,38,0.8,,147,3.1,,366,7.7,,601,12.6,,208,4.4,,226,4.7,508,282,55.5,,0,0.0,,107,21.1,,46,9.1,,227,44.7,,89,17.5,,104,20.5
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",2964,233,7.9,293,0,0.0,,0,0.0,,0,0.0,673,33,4.9,,11,1.6,,0,0.0,,22,3.3,,11,1.6,,11,1.6,1725,138,8.0,,17,1.0,,0,0.0,,70,4.1,,51,3.0,,48,2.8,,8,0.5,273,62,22.7,,19,7.0,,0,0.0,,17,6.2,,53,19.4,,33,12.1,,27,9.9
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",6915,1249,18.1,708,0,0.0,,0,0.0,,0,0.0,1397,117,8.4,,0,0.0,,26,1.9,,111,7.9,,0,0.0,,29,2.1,4246,688,16.2,,39,0.9,,50,1.2,,237,5.6,,519,12.2,,43,1.0,,228,5.4,564,444,78.7,,99,17.6,,100,17.7,,241,42.7,,413,73.2,,160,28.4,,218,38.7
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",4311,299,6.9,417,24,5.8,,24,5.8,,24,5.8,1117,38,3.4,,0,0.0,,0,0.0,,38,3.4,,0,0.0,,0,0.0,2461,182,7.4,,26,1.1,,33,1.3,,54,2.2,,116,4.7,,10,0.4,,65,2.6,316,55,17.4,,0,0.0,,9,2.8,,13,4.1,,46,14.6,,30,9.5,,31,9.8
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",2192,151,6.9,310,0,0.0,,0,0.0,,0,0.0,462,27,5.8,,0,0.0,,0,0.0,,10,2.2,,17,3.7,,0,0.0,1247,121,9.7,,0,0.0,,0,0.0,,25,2.0,,88,7.1,,11,0.9,,3,0.2,173,3,1.7,,0,0.0,,3,1.7,,0,0.0,,0,0.0,,0,0.0,,3,1.7
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",5764,440,7.6,488,0,0.0,,0,0.0,,0,0.0,1131,9,0.8,,0,0.0,,0,0.0,,9,0.8,,0,0.0,,0,0.0,3486,174,5.0,,17,0.5,,38,1.1,,70,2.0,,128,3.7,,2,0.1,,22,0.6,659,257,39.0,,69,10.5,,45,6.8,,71,10.8,,169,25.6,,66,10.0,,115,17.5
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",3874,835,21.6,418,0,0.0,,0,0.0,,0,0.0,1036,95,9.2,,20,1.9,,0,0.0,,95,9.2,,0,0.0,,0,0.0,2046,517,25.3,,42,2.1,,169,8.3,,147,7.2,,327,16.0,,14,0.7,,104,5.1,374,223,59.6,,48,12.8,,8,2.1,,72,19.3,,201,53.7,,71,19.0,,94,25.1
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",4085,484,11.8,201,0,0.0,,0,0.0,,0,0.0,820,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2595,213,8.2,,62,2.4,,32,1.2,,87,3.4,,125,4.8,,43,1.7,,83,3.2,469,271,57.8,,48,10.2,,90,19.2,,102,21.7,,227,48.4,,81,17.3,,156,33.3
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",4394,940,21.4,363,11,3.0,,11,3.0,,11,3.0,938,168,17.9,,0,0.0,,57,6.1,,130,13.9,,38,4.1,,59,6.3,2473,511,20.7,,67,2.7,,39,1.6,,161,6.5,,389,15.7,,41,1.7,,200,8.1,620,250,40.3,,24,3.9,,120,19.4,,98,15.8,,215,34.7,,78,12.6,,136,21.9
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",5638,422,7.5,502,24,4.8,,24,4.8,,24,4.8,1002,30,3.0,,0,0.0,,20,2.0,,20,2.0,,10,1.0,,0,0.0,3826,284,7.4,,41,1.1,,73,1.9,,158,4.1,,142,3.7,,27,0.7,,81,2.1,308,84,27.3,,17,5.5,,49,15.9,,32,10.4,,59,19.2,,56,18.2,,47,15.3
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",1887,247,13.1,156,0,0.0,,0,0.0,,0,0.0,425,38,8.9,,0,0.0,,0,0.0,,38,8.9,,0,0.0,,0,0.0,1171,113,9.6,,12,1.0,,36,3.1,,64,5.5,,41,3.5,,15,1.3,,35,3.0,135,96,71.1,,9,6.7,,32,23.7,,35,25.9,,87,64.4,,43,31.9,,43,31.9
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",6978,394,5.6,601,0,0.0,,0,0.0,,0,0.0,1672,12,0.7,,0,0.0,,0,0.0,,12,0.7,,0,0.0,,0,0.0,4312,290,6.7,,30,0.7,,44,1.0,,66,1.5,,241,5.6,,48,1.1,,176,4.1,393,92,23.4,,3,0.8,,14,3.6,,17,4.3,,87,22.1,,14,3.6,,22,5.6
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",6343,1172,18.5,661,0,0.0,,0,0.0,,0,0.0,1554,105,6.8,,19,1.2,,42,2.7,,82,5.3,,0,0.0,,14,0.9,3483,678,19.5,,128,3.7,,72,2.1,,339,9.7,,355,10.2,,92,2.6,,195,5.6,645,389,60.3,,94,14.6,,141,21.9,,54,8.4,,338,52.4,,93,14.4,,240,37.2
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",5355,993,18.5,565,0,0.0,,0,0.0,,0,0.0,1181,137,11.6,,0,0.0,,35,3.0,,102,8.6,,69,5.8,,40,3.4,3212,667,20.8,,8,0.2,,140,4.4,,358,11.1,,470,14.6,,140,4.4,,323,10.1,397,189,47.6,,14,3.5,,50,12.6,,76,19.1,,151,38.0,,63,15.9,,64,16.1
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",2470,234,9.5,162,0,0.0,,0,0.0,,0,0.0,457,25,5.5,,5,1.1,,0,0.0,,20,4.4,,0,0.0,,0,0.0,1501,79,5.3,,0,0.0,,13,0.9,,16,1.1,,55,3.7,,0,0.0,,42,2.8,350,130,37.1,,29,8.3,,6,1.7,,0,0.0,,103,29.4,,0,0.0,,41,11.7
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",5650,785,13.9,534,0,0.0,,0,0.0,,0,0.0,1449,115,7.9,,3,0.2,,0,0.0,,115,7.9,,3,0.2,,3,0.2,3194,457,14.3,,51,1.6,,55,1.7,,240,7.5,,272,8.5,,54,1.7,,131,4.1,473,213,45.0,,10,2.1,,22,4.7,,72,15.2,,184,38.9,,48,10.1,,75,15.9
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",3833,814,21.2,197,0,0.0,,0,0.0,,0,0.0,789,134,17.0,,0,0.0,,0,0.0,,134,17.0,,23,2.9,,8,1.0,2342,514,21.9,,130,5.6,,52,2.2,,258,11.0,,207,8.8,,83,3.5,,205,8.8,505,166,32.9,,78,15.4,,24,4.8,,35,6.9,,123,24.4,,41,8.1,,50,9.9
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",5890,911,15.5,503,27,5.4,,27,5.4,,0,0.0,1401,54,3.9,,0,0.0,,0,0.0,,41,2.9,,13,0.9,,10,0.7,3570,575,16.1,,84,2.4,,138,3.9,,405,11.3,,238,6.7,,29,0.8,,151,4.2,416,255,61.3,,50,12.0,,5,1.2,,117,28.1,,191,45.9,,70,16.8,,142,34.1
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",3101,729,23.5,337,0,0.0,,0,0.0,,0,0.0,553,43,7.8,,28,5.1,,0,0.0,,15,2.7,,0,0.0,,0,0.0,1831,447,24.4,,12,0.7,,110,6.0,,317,17.3,,126,6.9,,15,0.8,,116,6.3,380,239,62.9,,43,11.3,,32,8.4,,80,21.1,,152,40.0,,75,19.7,,108,28.4
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",3773,453,12.0,233,0,0.0,,0,0.0,,0,0.0,769,33,4.3,,0,0.0,,0,0.0,,33,4.3,,0,0.0,,10,1.3,2379,291,12.2,,23,1.0,,65,2.7,,228,9.6,,156,6.6,,47,2.0,,100,4.2,392,129,32.9,,8,2.0,,15,3.8,,5,1.3,,118,30.1,,41,10.5,,53,13.5
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",5230,383,7.3,371,0,0.0,,0,0.0,,0,0.0,1072,51,4.8,,0,0.0,,0,0.0,,51,4.8,,0,0.0,,0,0.0,3463,190,5.5,,38,1.1,,25,0.7,,83,2.4,,89,2.6,,6,0.2,,71,2.1,324,142,43.8,,14,4.3,,14,4.3,,27,8.3,,115,35.5,,20,6.2,,55,17.0
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",5672,1038,18.3,419,0,0.0,,0,0.0,,0,0.0,1371,142,10.4,,7,0.5,,0,0.0,,142,10.4,,0,0.0,,7,0.5,3481,676,19.4,,12,0.3,,156,4.5,,305,8.8,,358,10.3,,65,1.9,,127,3.6,401,220,54.9,,93,23.2,,72,18.0,,20,5.0,,112,27.9,,87,21.7,,85,21.2
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",2252,205,9.1,194,0,0.0,,0,0.0,,0,0.0,558,37,6.6,,0,0.0,,0,0.0,,37,6.6,,19,3.4,,32,5.7,1314,124,9.4,,36,2.7,,0,0.0,,32,2.4,,59,4.5,,20,1.5,,11,0.8,186,44,23.7,,4,2.2,,8,4.3,,27,14.5,,32,17.2,,4,2.2,,19,10.2
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",4765,365,7.7,304,0,0.0,,0,0.0,,0,0.0,843,22,2.6,,11,1.3,,0,0.0,,11,1.3,,0,0.0,,0,0.0,3017,152,5.0,,22,0.7,,56,1.9,,54,1.8,,113,3.7,,21,0.7,,36,1.2,601,191,31.8,,13,2.2,,97,16.1,,39,6.5,,172,28.6,,88,14.6,,153,25.5
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",150,18,12.0,0,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,150,18,12.0,,9,6.0,,9,6.0,,0,0.0,,9,6.0,,0,0.0,,0,0.0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,
